candidate,trace_csv,status,tx_score,peak_freq_ghz,peak_s21_db,pass_low_s21_db,pass_center_s21_db,pass_high_s21_db,passband_min_s21_db,passband_max_s21_db,passband_ripple_db,worst_s11_passband_db,worst_s22_passband_db,worst_s11_high_passband_db,worst_s22_high_passband_db,worst_high_return_loss_db,high_return_loss_margin_db,pass_high_s11_db,pass_high_s22_db,lo_stopband_max_s21_db,image_stopband_points,image_stopband_max_s21_db,note
tx_band1_mcfil_r27_cnn017_rand08_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r27_cnn017_rand08_p2up_graphical_bb_14_23g\tx_band1_mcfil_r27_cnn017_rand08_hfss_trace.csv,TUNE,4.507,19.2000,-2.6461,-5.0261,-3.1999,-2.7523,-5.0261,-2.6461,2.3800,-7.3173,-6.9916,-7.5397,-7.1972,-7.1972,-2.8028,-10.5228,-10.0881,-44.0022,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r27_cnn036_rand27_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r27_cnn036_rand27_p2up_graphical_bb_14_23g\tx_band1_mcfil_r27_cnn036_rand27_hfss_trace.csv,TUNE,37.376,19.1000,-2.4513,-5.2831,-2.7822,-2.6948,-5.2831,-2.4513,2.8318,-9.2812,-8.3259,-10.2188,-9.4064,-9.4064,-0.5936,-10.7667,-10.0482,-44.0409,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r28_cnn042_rand33_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r28_cnn042_rand33_p2up_graphical_bb_14_23g\tx_band1_mcfil_r28_cnn042_rand33_hfss_trace.csv,TUNE,29.222,19.2000,-2.4353,-5.2185,-2.8521,-2.5477,-5.2185,-2.4353,2.7832,-8.3268,-7.8850,-9.3305,-8.6037,-8.6037,-1.3963,-11.4277,-10.7193,-44.0115,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r28_cnn033_rand24_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r28_cnn033_rand24_p2up_graphical_bb_14_23g\tx_band1_mcfil_r28_cnn033_rand24_hfss_trace.csv,TUNE,-8.596,19.2500,-2.6538,-5.7016,-2.9947,-2.6690,-5.7016,-2.6538,3.0479,-7.7383,-7.7152,-7.9149,-7.7565,-7.7565,-2.2435,-10.3362,-9.7660,-44.3823,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r28_cnn020_rand11_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r28_cnn020_rand11_p2up_graphical_bb_14_23g\tx_band1_mcfil_r28_cnn020_rand11_hfss_trace.csv,TUNE,-4.990,19.2000,-2.6301,-5.6701,-3.0272,-2.7068,-5.6701,-2.6301,3.0400,-8.2036,-7.0571,-8.4561,-7.6897,-7.6897,-2.3103,-10.8057,-9.7443,-44.6113,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r29_cnn046_rand37_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r29_cnn046_rand37_p2up_graphical_bb_14_23g\tx_band1_mcfil_r29_cnn046_rand37_hfss_trace.csv,TUNE,33.990,19.1500,-2.5179,-4.9709,-2.9785,-2.6892,-4.9709,-2.5179,2.4530,-8.2072,-8.0166,-8.4953,-8.1821,-8.1821,-1.8179,-10.8595,-10.1829,-43.8916,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r29_cnn027_rand18_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r29_cnn027_rand18_p2up_graphical_bb_14_23g\tx_band1_mcfil_r29_cnn027_rand18_hfss_trace.csv,TUNE,13.700,19.2000,-2.6657,-5.2206,-2.9633,-2.7466,-5.2206,-2.6657,2.5548,-7.9995,-7.6418,-8.0134,-7.6418,-7.6418,-2.3582,-9.7871,-9.4807,-43.9392,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r29_cnn024_rand15_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r29_cnn024_rand15_p2up_graphical_bb_14_23g\tx_band1_mcfil_r29_cnn024_rand15_hfss_trace.csv,TUNE,3.359,19.1500,-2.7664,-5.3268,-2.9105,-2.9416,-5.3268,-2.7664,2.5604,-7.6624,-6.8588,-8.4704,-7.6061,-7.6061,-2.3939,-9.1610,-8.5432,-43.8114,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r30_cnn040_rand31_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r30_cnn040_rand31_p2up_graphical_bb_14_23g\tx_band1_mcfil_r30_cnn040_rand31_hfss_trace.csv,TUNE,10.278,19.2000,-2.6870,-5.3679,-2.9973,-2.7683,-5.3679,-2.6870,2.6809,-8.1074,-7.7169,-8.1408,-7.7169,-7.7169,-2.2831,-10.0340,-9.3199,-44.0840,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r30_cnn037_rand28_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r30_cnn037_rand28_p2up_graphical_bb_14_23g\tx_band1_mcfil_r30_cnn037_rand28_hfss_trace.csv,TUNE,-7.132,19.2000,-2.7248,-5.3896,-3.1899,-2.8121,-5.3896,-2.7248,2.6648,-7.3855,-7.1627,-7.5542,-7.2156,-7.2156,-2.7844,-10.3769,-9.7664,-44.4739,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r30_cnn014_rand05_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r30_cnn014_rand05_p2up_graphical_bb_14_23g\tx_band1_mcfil_r30_cnn014_rand05_hfss_trace.csv,TUNE,41.404,19.0500,-2.6530,-4.6377,-2.8775,-2.9935,-4.6377,-2.6530,1.9847,-8.7117,-7.7625,-8.8559,-7.8588,-7.8588,-2.1412,-8.7958,-8.4134,-42.9861,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r31_cnn049_rand40_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r31_cnn049_rand40_p2up_graphical_bb_14_23g\tx_band1_mcfil_r31_cnn049_rand40_hfss_trace.csv,TUNE,30.207,19.2000,-2.4304,-5.2698,-2.8695,-2.5019,-5.2698,-2.4304,2.8394,-9.0493,-8.2306,-9.2070,-8.5324,-8.5324,-1.4676,-11.6310,-10.7510,-44.0178,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r35_cnn047_rand38_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r35_cnn047_rand38_p2up_graphical_bb_14_23g\tx_band1_mcfil_r35_cnn047_rand38_hfss_trace.csv,TUNE,36.958,19.1500,-2.5246,-4.9310,-2.9044,-2.7383,-4.9310,-2.5246,2.4064,-8.4991,-7.7612,-8.7532,-8.2399,-8.2399,-1.7601,-10.5462,-9.6599,-43.5716,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r35_cnn039_rand30_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r35_cnn039_rand30_p2up_graphical_bb_14_23g\tx_band1_mcfil_r35_cnn039_rand30_hfss_trace.csv,TUNE,-1.014,19.1500,-2.6799,-5.5475,-3.0904,-2.8004,-5.5475,-2.6799,2.8676,-8.3801,-6.7228,-8.5708,-7.5171,-7.5171,-2.4829,-10.2534,-9.4540,-44.6084,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r35_cnn021_rand12_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r35_cnn021_rand12_p2up_graphical_bb_14_23g\tx_band1_mcfil_r35_cnn021_rand12_hfss_trace.csv,TUNE,33.224,19.2500,-2.2864,-5.0128,-2.9858,-2.3268,-5.0128,-2.2864,2.7264,-8.2586,-8.2907,-8.6483,-8.5120,-8.5120,-1.4880,-13.4393,-12.7627,-43.9330,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r36_cnn038_rand29_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r36_cnn038_rand29_p2up_graphical_bb_14_23g\tx_band1_mcfil_r36_cnn038_rand29_hfss_trace.csv,TUNE,-21.168,19.2500,-2.6201,-5.8213,-2.9986,-2.6488,-5.8213,-2.6201,3.2012,-6.8004,-7.4764,-7.9025,-7.8959,-7.8959,-2.1041,-10.7831,-10.2861,-44.6619,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r40_cnn018_rand09_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r40_cnn018_rand09_p2up_graphical_bb_14_23g\tx_band1_mcfil_r40_cnn018_rand09_hfss_trace.csv,TUNE,39.007,19.1000,-2.5383,-4.9075,-2.9988,-2.8341,-4.9075,-2.5383,2.3693,-8.3191,-7.8724,-8.6968,-8.3059,-8.3059,-1.6941,-10.1653,-10.2631,-43.8778,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r40_cnn022_rand13_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r40_cnn022_rand13_p2up_graphical_bb_14_23g\tx_band1_mcfil_r40_cnn022_rand13_hfss_trace.csv,TUNE,12.208,19.1000,-2.7076,-5.3681,-2.9400,-3.0039,-5.3681,-2.7076,2.6605,-8.0091,-7.1337,-8.7432,-8.0085,-8.0085,-1.9915,-9.4796,-8.7051,-44.1818,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r40_cnn016_rand07_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r40_cnn016_rand07_p2up_graphical_bb_14_23g\tx_band1_mcfil_r40_cnn016_rand07_hfss_trace.csv,TUNE,-2.902,19.3000,-2.5717,-5.6896,-2.9962,-2.5823,-5.6896,-2.5717,3.1179,-8.4156,-7.6788,-8.4763,-7.7348,-7.7348,-2.2652,-10.9396,-10.2377,-44.4060,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r41_cnn013_rand04_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r41_cnn013_rand04_p2up_graphical_bb_14_23g\tx_band1_mcfil_r41_cnn013_rand04_hfss_trace.csv,TUNE,7.548,19.3000,-2.4213,-5.5744,-2.9796,-2.4315,-5.5744,-2.4213,3.1531,-8.7193,-7.6760,-8.9348,-8.1174,-8.1174,-1.8826,-12.3571,-11.3512,-44.5127,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r49_cnn022_rand13_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r49_cnn022_rand13_p2up_graphical_bb_14_23g\tx_band1_mcfil_r49_cnn022_rand13_hfss_trace.csv,TUNE,-38.345,19.2500,-2.8416,-5.9282,-3.0301,-2.8654,-5.9282,-2.8416,3.0866,-7.4406,-6.5712,-7.5573,-7.3363,-7.3363,-2.6637,-9.5708,-8.5170,-44.4611,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r49_cnn024_rand15_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r49_cnn024_rand15_p2up_graphical_bb_14_23g\tx_band1_mcfil_r49_cnn024_rand15_hfss_trace.csv,TUNE,-22.724,19.2500,-2.6390,-5.7405,-3.0794,-2.6614,-5.7405,-2.6390,3.1015,-7.4230,-6.7636,-7.6617,-7.5639,-7.5639,-2.4361,-10.7110,-10.2863,-44.6154,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators; low passband edge is weak; increase coupling
tx_band1_mcfil_r49_cnn028_rand19_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r49_cnn028_rand19_p2up_graphical_bb_14_23g\tx_band1_mcfil_r49_cnn028_rand19_hfss_trace.csv,TUNE,1.536,19.2000,-2.7475,-5.2317,-3.0076,-2.8434,-5.2317,-2.7475,2.4841,-7.4627,-7.3283,-7.5973,-7.3789,-7.3789,-2.6211,-9.5799,-8.9962,-43.8560,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r50_cnn037_rand28_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r50_cnn037_rand28_p2up_graphical_bb_14_23g\tx_band1_mcfil_r50_cnn037_rand28_hfss_trace.csv,TUNE,45.186,19.1000,-2.4236,-5.0129,-2.7537,-2.6621,-5.0129,-2.4236,2.5894,-9.2294,-7.9617,-10.1272,-9.1493,-9.1493,-0.8507,-10.6583,-9.9776,-43.6682,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r50_cnn010_rand01_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r50_cnn010_rand01_p2up_graphical_bb_14_23g\tx_band1_mcfil_r50_cnn010_rand01_hfss_trace.csv,TUNE,16.512,19.2000,-2.5883,-5.2846,-3.0051,-2.6626,-5.2846,-2.5883,2.6963,-8.2764,-7.7608,-8.3300,-7.7897,-7.7897,-2.2103,-10.6086,-9.9984,-44.0340,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r50_cnn016_rand07_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r50_cnn016_rand07_p2up_graphical_bb_14_23g\tx_band1_mcfil_r50_cnn016_rand07_hfss_trace.csv,TUNE,16.185,19.2500,-2.4928,-5.4450,-2.9383,-2.5313,-5.4450,-2.4928,2.9523,-8.6998,-7.9361,-8.9520,-8.0858,-8.0858,-1.9142,-11.5339,-10.2825,-44.1910,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r51_cnn044_rand35_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r51_cnn044_rand35_p2up_graphical_bb_14_23g\tx_band1_mcfil_r51_cnn044_rand35_hfss_trace.csv,TUNE,2.543,19.2000,-2.8029,-5.1821,-3.0188,-2.8911,-5.1821,-2.8029,2.3791,-7.5704,-7.3478,-7.5730,-7.3478,-7.3478,-2.6522,-9.2462,-8.7184,-43.7321,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r51_cnn036_rand27_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r51_cnn036_rand27_p2up_graphical_bb_14_23g\tx_band1_mcfil_r51_cnn036_rand27_hfss_trace.csv,TUNE,32.330,19.2000,-2.2903,-5.2129,-2.8513,-2.3454,-5.2129,-2.2903,2.9225,-8.8204,-7.9783,-9.2694,-9.0953,-9.0953,-0.9047,-13.5779,-12.4642,-43.9180,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r51_cnn022_rand13_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r51_cnn022_rand13_p2up_graphical_bb_14_23g\tx_band1_mcfil_r51_cnn022_rand13_hfss_trace.csv,TUNE,7.352,19.2000,-2.6677,-4.9496,-3.1357,-2.7822,-4.9496,-2.6677,2.2818,-7.3433,-7.0226,-7.5272,-7.1812,-7.1812,-2.8188,-9.9594,-9.7579,-43.7899,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r52_cnn013_rand04_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r52_cnn013_rand04_p2up_graphical_bb_14_23g\tx_band1_mcfil_r52_cnn013_rand04_hfss_trace.csv,TUNE,23.452,19.1500,-2.6431,-5.4442,-2.8435,-2.7744,-5.4442,-2.6431,2.8011,-9.0670,-7.7670,-9.2105,-8.5691,-8.5691,-1.4309,-9.7389,-9.6423,-44.0405,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r56_cnn018_rand09_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r56_cnn018_rand09_p2up_graphical_bb_14_23g\tx_band1_mcfil_r56_cnn018_rand09_hfss_trace.csv,TUNE,-4.643,19.2000,-2.7312,-5.0581,-3.2666,-2.8505,-5.0581,-2.7312,2.3269,-7.1739,-6.6927,-7.4340,-6.8676,-6.8676,-3.1324,-10.1139,-9.4579,-44.1258,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r56_cnn020_rand11_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r56_cnn020_rand11_p2up_graphical_bb_14_23g\tx_band1_mcfil_r56_cnn020_rand11_hfss_trace.csv,TUNE,27.490,19.2000,-2.5072,-5.3186,-2.8600,-2.6018,-5.3186,-2.5072,2.8114,-8.6116,-8.1212,-9.2335,-8.5692,-8.5692,-1.4308,-10.9775,-10.2515,-44.0251,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r56_cnn034_rand25_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r56_cnn034_rand25_p2up_graphical_bb_14_23g\tx_band1_mcfil_r56_cnn034_rand25_hfss_trace.csv,TUNE,-37.326,19.2500,-2.8831,-5.3364,-3.3438,-2.9309,-5.3364,-2.8831,2.4533,-6.6806,-6.3324,-6.7437,-6.3849,-6.3849,-3.6151,-9.2813,-9.3044,-44.3549,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r57_cnn016_rand07_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r57_cnn016_rand07_p2up_graphical_bb_14_23g\tx_band1_mcfil_r57_cnn016_rand07_hfss_trace.csv,TUNE,26.137,19.2000,-2.4708,-5.2548,-2.8547,-2.5841,-5.2548,-2.4708,2.7840,-7.9779,-8.0186,-9.1145,-8.5369,-8.5369,-1.4631,-11.1032,-10.6011,-43.9713,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r57_cnn047_rand38_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r57_cnn047_rand38_p2up_graphical_bb_14_23g\tx_band1_mcfil_r57_cnn047_rand38_hfss_trace.csv,TUNE,24.059,19.2000,-2.5564,-5.0757,-2.9900,-2.6509,-5.0757,-2.5564,2.5193,-8.3054,-7.6741,-8.3661,-7.7690,-7.7690,-2.2310,-10.7682,-9.8856,-43.7161,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r57_cnn010_rand01_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r57_cnn010_rand01_p2up_graphical_bb_14_23g\tx_band1_mcfil_r57_cnn010_rand01_hfss_trace.csv,TUNE,-32.067,19.2500,-2.8099,-5.4502,-3.2805,-2.8379,-5.4502,-2.8099,2.6403,-6.7715,-6.6965,-6.8441,-6.7019,-6.7019,-3.2981,-9.7600,-9.5978,-44.4081,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r66_cnn043_rand34_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r66_cnn043_rand34_p2up_graphical_bb_14_23g\tx_band1_mcfil_r66_cnn043_rand34_hfss_trace.csv,TUNE,4.268,19.2000,-2.6086,-5.0545,-3.2065,-2.6933,-5.0545,-2.6086,2.4459,-7.5416,-6.8561,-7.7415,-7.0913,-7.0913,-2.9087,-10.8126,-10.0339,-43.9783,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r70_cnn041_rand32_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r70_cnn041_rand32_p2up_graphical_bb_14_23g\tx_band1_mcfil_r70_cnn041_rand32_hfss_trace.csv,TUNE,33.334,19.1000,-2.5998,-5.1659,-2.7277,-2.7739,-5.1659,-2.5998,2.5661,-8.3690,-7.8614,-9.1767,-8.7463,-8.7463,-1.2537,-9.5391,-9.0997,-43.4799,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r74_cnn023_rand14_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r74_cnn023_rand14_p2up_graphical_bb_14_23g\tx_band1_mcfil_r74_cnn023_rand14_hfss_trace.csv,TUNE,2.780,19.2000,-2.6099,-5.4799,-2.9524,-2.6677,-5.4799,-2.6099,2.8700,-8.0006,-7.0269,-8.3370,-7.8264,-7.8264,-2.1736,-10.6350,-9.6562,-44.1691,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r74_cnn031_rand22_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r74_cnn031_rand22_p2up_graphical_bb_14_23g\tx_band1_mcfil_r74_cnn031_rand22_hfss_trace.csv,TUNE,30.732,19.2000,-2.4394,-5.0147,-3.0563,-2.5228,-5.0147,-2.4394,2.5753,-8.2525,-7.8405,-8.7831,-8.0449,-8.0449,-1.9551,-12.0099,-11.0611,-43.9785,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r74_cnn014_rand05_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r74_cnn014_rand05_p2up_graphical_bb_14_23g\tx_band1_mcfil_r74_cnn014_rand05_hfss_trace.csv,TUNE,-6.530,19.2000,-2.5763,-5.5635,-2.9689,-2.6322,-5.5635,-2.5763,2.9872,-7.3797,-6.8408,-8.1008,-7.9566,-7.9566,-2.0434,-11.1130,-10.2425,-44.3660,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r75_cnn035_rand26_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r75_cnn035_rand26_p2up_graphical_bb_14_23g\tx_band1_mcfil_r75_cnn035_rand26_hfss_trace.csv,TUNE,-7.599,19.2500,-2.5068,-5.3300,-3.1719,-2.5582,-5.3300,-2.5068,2.8232,-7.0868,-7.0868,-7.4717,-7.5128,-7.4717,-2.5283,-11.6878,-11.6138,-44.4165,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
tx_band1_mcfil_r75_cnn011_rand02_p2up_graphical,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r75_cnn011_rand02_p2up_graphical_bb_14_23g\tx_band1_mcfil_r75_cnn011_rand02_hfss_trace.csv,TUNE,20.919,19.2500,-2.3068,-5.2565,-3.0427,-2.3300,-5.2565,-2.3068,2.9497,-8.6058,-7.7880,-8.9235,-8.0454,-8.0454,-1.9546,-13.7165,-13.0051,-44.2434,0,nan,passband insertion loss/ripple is not acceptable; return loss is not acceptable; high-frequency return loss is not acceptable; peak is high; lengthen resonators
