freq_ghz,s11_db,s21_db,s22_db,s33_db,s43_db,s44_db,worst_return_db,worst_isolation_db,near_end_isolation_db,far_end_isolation_db,diagonal_isolation_db,s31_db,s41_db,s32_db,s42_db,s13_db,s14_db,s23_db,s24_db
6.4,-14.701,-1.39156,-15.9216,-14.8479,-0.785126,-15.831,-14.701,-50.6563,-57.4654,-50.6563,-53.0327,-57.4654,-56.7673,-53.0327,-50.6563,-57.4654,-56.7673,-53.0327,-50.6563
6.45,-14.7655,-1.39803,-16.0254,-14.7707,-0.793451,-15.7303,-14.7655,-50.4825,-57.3078,-50.4825,-52.9545,-57.3078,-56.5942,-52.9545,-50.4825,-57.3078,-56.5942,-52.9545,-50.4825
6.5,-14.8396,-1.40424,-16.149,-14.6999,-0.801776,-15.6377,-14.6999,-50.309,-57.0874,-50.309,-52.8847,-57.0874,-56.4196,-52.8847,-50.309,-57.0874,-56.4196,-52.8847,-50.309
6.55,-14.9223,-1.41023,-16.2918,-14.6358,-0.809792,-15.5545,-14.6358,-50.138,-56.8326,-50.138,-52.8217,-56.8326,-56.2441,-52.8217,-50.138,-56.8326,-56.2441,-52.8217,-50.138
6.6,-15.0124,-1.41608,-16.4534,-14.5785,-0.81715,-15.4823,-14.5785,-49.9727,-56.5594,-49.9727,-52.7642,-56.5594,-56.0682,-52.7642,-49.9727,-56.5594,-56.0682,-52.7642,-49.9727
6.65,-15.1083,-1.42185,-16.6327,-14.528,-0.823721,-15.421,-14.528,-49.8157,-56.2757,-49.8157,-52.711,-56.2757,-55.8923,-52.711,-49.8157,-56.2757,-55.8923,-52.711,-49.8157
6.7,-15.2086,-1.42761,-16.8288,-14.4844,-0.829653,-15.3658,-14.4844,-49.6693,-55.9856,-49.6693,-52.6607,-55.9856,-55.7171,-52.6607,-49.6693,-55.9856,-55.7171,-52.6607,-49.6693
6.75,-15.3114,-1.43342,-17.0403,-14.4478,-0.835178,-15.3079,-14.4478,-49.5353,-55.6915,-49.5353,-52.6125,-55.6915,-55.5431,-52.6125,-49.5353,-55.6915,-55.5431,-52.6125,-49.5353
6.8,-15.4151,-1.43934,-17.2652,-14.4182,-0.84046,-15.2463,-14.4182,-49.4152,-55.3953,-49.4152,-52.5653,-55.3953,-55.3708,-52.5653,-49.4152,-55.3953,-55.3708,-52.5653,-49.4152
6.85,-15.5176,-1.44544,-17.5014,-14.3955,-0.845578,-15.1873,-14.3955,-49.3097,-55.0986,-49.3097,-52.5185,-55.0986,-55.2008,-52.5185,-49.3097,-55.0986,-55.2008,-52.5185,-49.3097
6.9,-15.617,-1.45176,-17.7459,-14.3797,-0.850556,-15.1356,-14.3797,-49.2198,-54.8028,-49.2198,-52.4715,-54.8028,-55.0337,-52.4715,-49.2198,-54.8028,-55.0337,-52.4715,-49.2198
6.95,-15.7113,-1.45834,-17.9953,-14.3707,-0.855389,-15.0928,-14.3707,-49.1458,-54.509,-49.1458,-52.424,-54.509,-54.8701,-52.424,-49.1458,-54.509,-54.8701,-52.424,-49.1458
7,-15.7985,-1.46523,-18.2455,-14.3686,-0.860067,-15.0588,-14.3686,-49.088,-54.2181,-49.088,-52.376,-54.2181,-54.7105,-52.376,-49.088,-54.2181,-54.7105,-52.376,-49.088
7.05,-15.8768,-1.47246,-18.4916,-14.3734,-0.864575,-15.0334,-14.3734,-49.0465,-53.9308,-49.0465,-52.3279,-53.9308,-54.5555,-52.3279,-49.0465,-53.9308,-54.5555,-52.3279,-49.0465
7.1,-15.9447,-1.48003,-18.7282,-14.3851,-0.868902,-15.0163,-14.3851,-49.0212,-53.6474,-49.0212,-52.2807,-53.6474,-54.4056,-52.2807,-49.0212,-53.6474,-54.4056,-52.2807,-49.0212
7.15,-16.0009,-1.48798,-18.9494,-14.4037,-0.873037,-15.0072,-14.4037,-49.012,-53.3684,-49.012,-52.236,-53.3684,-54.2613,-52.236,-49.012,-53.3684,-54.2613,-52.236,-49.012
7.2,-16.0444,-1.49629,-19.1489,-14.4295,-0.876974,-15.0061,-14.4295,-49.0186,-53.0939,-49.0186,-52.1964,-53.0939,-54.1234,-52.1964,-49.0186,-53.0939,-54.1234,-52.1964,-49.0186
7.25,-16.0748,-1.50496,-19.3209,-14.4624,-0.880707,-15.0129,-14.4624,-49.0406,-52.8239,-49.0406,-52.1648,-52.8239,-53.9924,-52.1648,-49.0406,-52.8239,-53.9924,-52.1648,-49.0406
7.3,-16.0922,-1.51398,-19.46,-14.5028,-0.884234,-15.0277,-14.5028,-49.0775,-52.5585,-49.0775,-52.1439,-52.5585,-53.8692,-52.1439,-49.0775,-52.5585,-53.8692,-52.1439,-49.0775
7.35,-16.0971,-1.52333,-19.5621,-14.5507,-0.887553,-15.0504,-14.5507,-49.1287,-52.2978,-49.1287,-52.1328,-52.2978,-53.7548,-52.1328,-49.1287,-52.2978,-53.7548,-52.1328,-49.1287
7.4,-16.0904,-1.53297,-19.6244,-14.6063,-0.890664,-15.0812,-14.6063,-49.1935,-52.0417,-49.1935,-52.123,-52.0417,-53.6507,-52.123,-49.1935,-52.0417,-53.6507,-52.123,-49.1935
7.45,-16.0736,-1.54289,-19.6462,-14.6699,-0.89357,-15.1201,-14.6699,-49.2709,-51.7903,-49.2709,-52.0975,-51.7903,-53.5595,-52.0975,-49.2709,-51.7903,-53.5595,-52.0975,-49.2709
7.5,-16.0483,-1.55303,-19.6288,-14.7416,-0.896274,-15.1672,-14.7416,-49.36,-51.5439,-49.36,-52.0392,-51.5439,-53.4852,-52.0392,-49.36,-51.5439,-53.4852,-52.0392,-49.36
7.55,-16.0166,-1.56335,-19.5753,-14.8217,-0.89878,-15.2228,-14.8217,-49.4595,-51.3025,-49.4595,-51.9433,-51.3025,-53.4362,-51.9433,-49.4595,-51.3025,-53.4362,-51.9433,-49.4595
7.6,-15.9806,-1.5738,-19.4903,-14.9104,-0.901093,-15.2869,-14.9104,-49.5674,-51.0665,-49.5674,-51.8181,-51.0665,-53.431,-51.8181,-49.5674,-51.0665,-53.431,-51.8181,-49.5674
7.65,-15.9426,-1.58434,-19.3794,-15.0079,-0.903221,-15.3597,-15.0079,-49.6814,-50.8363,-49.6814,-51.6762,-50.8363,-53.5202,-51.6762,-49.6814,-50.8363,-53.5202,-51.6762,-49.6814
7.7,-15.9047,-1.5949,-19.2488,-15.1146,-0.90517,-15.4415,-15.1146,-49.7982,-50.6123,-49.7982,-51.5276,-50.6123,-53.8598,-51.5276,-49.7982,-50.6123,-53.8598,-51.5276,-49.7982
7.75,-15.8693,-1.60544,-19.1049,-15.2307,-0.90695,-15.5324,-15.2307,-48.4748,-50.3951,-49.913,-48.4748,-50.3951,-48.4748,-51.3777,-49.913,-50.3951,-48.4748,-51.3777,-49.913
7.8,-15.8382,-1.6159,-18.9536,-15.3565,-0.908571,-15.6328,-15.3565,-50.0196,-50.1852,-50.0196,-51.2292,-50.1852,-51.4574,-51.2292,-50.0196,-50.1852,-51.4574,-51.2292,-50.0196
7.85,-15.8136,-1.62623,-18.8005,-15.4924,-0.910041,-15.7429,-15.4924,-49.9835,-49.9835,-50.1101,-51.0832,-49.9835,-51.9534,-51.0832,-50.1101,-49.9835,-51.9534,-51.0832,-50.1101
7.9,-15.7973,-1.63637,-18.6506,-15.6388,-0.911373,-15.863,-15.6388,-49.7907,-49.7907,-50.1766,-50.9402,-49.7907,-52.0837,-50.9402,-50.1766,-49.7907,-52.0837,-50.9402,-50.1766
7.95,-15.7909,-1.64628,-18.508,-15.7961,-0.912579,-15.9935,-15.7909,-49.6074,-49.6074,-50.2149,-50.8005,-49.6074,-52.1169,-50.8005,-50.2149,-49.6074,-52.1169,-50.8005,-50.2149
8,-15.796,-1.65591,-18.3765,-15.9647,-0.91367,-16.1346,-15.796,-49.4346,-49.4346,-50.2306,-50.6644,-49.4346,-52.1126,-50.6644,-50.2306,-49.4346,-52.1126,-50.6644,-50.2306
8.05,-15.8141,-1.66522,-18.2589,-16.1452,-0.91466,-16.2869,-15.8141,-49.2731,-49.2731,-50.2434,-50.5324,-49.2731,-52.0909,-50.5324,-50.2434,-49.2731,-52.0909,-50.5324,-50.2434
8.1,-15.8465,-1.67418,-18.1579,-16.3381,-0.915563,-16.4506,-15.8465,-49.1235,-49.1235,-50.2817,-50.405,-49.1235,-52.0608,-50.405,-50.2817,-49.1235,-52.0608,-50.405,-50.2817
8.15,-15.8944,-1.68275,-18.0753,-16.544,-0.91639,-16.6264,-15.8944,-48.9866,-48.9866,-50.3688,-50.2827,-48.9866,-52.0263,-50.2827,-50.3688,-48.9866,-52.0263,-50.2827,-50.3688
8.2,-15.9592,-1.69092,-18.013,-16.7636,-0.917156,-16.8146,-15.9592,-48.8629,-48.8629,-50.5117,-50.1661,-48.8629,-51.9897,-50.1661,-50.5117,-48.8629,-51.9897,-50.1661,-50.5117
8.25,-16.0419,-1.69868,-17.9722,-16.9977,-0.917874,-17.0158,-16.0419,-48.753,-48.753,-50.7021,-50.0556,-48.753,-51.9524,-50.0556,-50.7021,-48.753,-51.9524,-50.0556,-50.7021
8.3,-16.1437,-1.706,-17.9542,-17.247,-0.918556,-17.2306,-16.1437,-48.6572,-48.6572,-50.9253,-49.9517,-48.6572,-51.9152,-49.9517,-50.9253,-48.6572,-51.9152,-49.9517,-50.9253
8.35,-16.2658,-1.71291,-17.9598,-17.5126,-0.919212,-17.4595,-16.2658,-48.5758,-48.5758,-51.1677,-49.8548,-48.5758,-51.8784,-49.8548,-51.1677,-48.5758,-51.8784,-49.8548,-51.1677
8.4,-16.4094,-1.7194,-17.9899,-17.7954,-0.91985,-17.7033,-16.4094,-48.5087,-48.5087,-51.4187,-49.7651,-48.5087,-51.8423,-49.7651,-51.4187,-48.5087,-51.8423,-49.7651,-51.4187
8.45,-16.5756,-1.72549,-18.0452,-18.0967,-0.920476,-17.9626,-16.5756,-48.4558,-48.4558,-51.6709,-49.6831,-48.4558,-51.8071,-49.6831,-51.6709,-48.4558,-51.8071,-49.6831,-51.6709
8.5,-16.7658,-1.73121,-18.1264,-18.4177,-0.921091,-18.2382,-16.7658,-48.417,-48.417,-51.9192,-49.6088,-48.417,-51.7728,-49.6088,-51.9192,-48.417,-51.7728,-49.6088,-51.9192
8.55,-16.9813,-1.7366,-18.2342,-18.7601,-0.92169,-18.5309,-16.9813,-48.3918,-48.3918,-52.1591,-49.5427,-48.3918,-51.7395,-49.5427,-52.1591,-48.3918,-51.7395,-49.5427,-52.1591
8.6,-17.2234,-1.74169,-18.369,-19.1254,-0.922268,-18.8415,-17.2234,-48.3798,-48.3798,-52.3866,-49.4853,-48.3798,-51.7071,-49.4853,-52.3866,-48.3798,-51.7071,-49.4853,-52.3866
8.65,-17.4935,-1.74653,-18.5315,-19.5158,-0.922824,-19.1709,-17.4935,-48.3803,-48.3803,-52.5973,-49.4371,-48.3803,-51.6757,-49.4371,-52.5973,-48.3803,-51.6757,-49.4371,-52.5973
8.7,-17.7934,-1.75117,-18.7223,-19.9334,-0.923375,-19.52,-17.7934,-48.3928,-48.3928,-52.7862,-49.3988,-48.3928,-51.645,-49.3988,-52.7862,-48.3928,-51.645,-49.3988,-52.7862
8.75,-18.1245,-1.75567,-18.9419,-20.381,-0.923982,-19.8899,-18.1245,-48.4167,-48.4167,-52.9477,-49.3715,-48.4167,-51.6152,-49.3715,-52.9477,-48.4167,-51.6152,-49.3715,-52.9477
8.8,-18.4888,-1.76009,-19.1911,-20.8616,-0.924757,-20.2814,-18.4888,-48.4514,-48.4514,-53.0755,-49.3559,-48.4514,-51.586,-49.3559,-53.0755,-48.4514,-51.586,-49.3559,-53.0755
8.85,-18.8883,-1.76449,-19.4703,-21.3789,-0.925846,-20.6956,-18.8883,-48.4965,-48.4965,-53.1632,-49.353,-48.4965,-51.5575,-49.353,-53.1632,-48.4965,-51.5575,-49.353,-53.1632
8.9,-19.325,-1.76895,-19.7802,-21.9374,-0.927362,-21.1334,-19.325,-48.5517,-48.5517,-53.204,-49.3636,-48.5517,-51.5295,-49.3636,-53.204,-48.5517,-51.5295,-49.3636,-53.204
8.95,-19.8014,-1.77352,-20.1211,-22.5424,-0.929343,-21.5955,-19.8014,-48.6168,-48.6168,-53.1922,-49.3883,-48.6168,-51.502,-49.3883,-53.1922,-48.6168,-51.502,-49.3883,-53.1922
9,-20.3201,-1.77826,-20.4933,-23.2002,-0.931752,-22.0824,-20.3201,-48.6919,-48.6919,-53.1232,-49.4275,-48.6919,-51.4749,-49.4275,-53.1232,-48.6919,-51.4749,-49.4275,-53.1232
9.05,-20.8842,-1.78324,-20.8969,-23.919,-0.934526,-22.5942,-20.8842,-48.7775,-48.7775,-52.9945,-49.4814,-48.7775,-51.4481,-49.4814,-52.9945,-48.7775,-51.4481,-49.4814,-52.9945
9.1,-21.4971,-1.78851,-21.3315,-24.7089,-0.937609,-23.1305,-21.3315,-48.8742,-48.8742,-52.806,-49.5498,-48.8742,-51.4215,-49.5498,-52.806,-48.8742,-51.4215,-49.5498,-52.806
9.15,-22.1625,-1.79412,-21.7959,-25.583,-0.940971,-23.6894,-21.7959,-48.9833,-48.9833,-52.5608,-49.6324,-48.9833,-51.395,-49.6324,-52.5608,-48.9833,-51.395,-49.6324,-52.5608
9.2,-22.8847,-1.80011,-22.2881,-26.5584,-0.944599,-24.2677,-22.2881,-49.1061,-49.1061,-52.2641,-49.7287,-49.1061,-51.3686,-49.7287,-52.2641,-49.1061,-51.3686,-49.7287,-52.2641
9.25,-23.6684,-1.80652,-22.8048,-27.6588,-0.948493,-24.8597,-22.8048,-49.2447,-49.2447,-51.9238,-49.8377,-49.2447,-51.3422,-49.8377,-51.9238,-49.2447,-51.3422,-49.8377,-51.9238
9.3,-24.5182,-1.81336,-23.3405,-28.9165,-0.95266,-25.4563,-23.3405,-49.4016,-49.4016,-51.5491,-49.9587,-49.4016,-51.3156,-49.9587,-51.5491,-49.4016,-51.3156,-49.9587,-51.5491
9.35,-25.4388,-1.82066,-23.8877,-30.3381,-0.957109,-26.0437,-23.8877,-49.5796,-49.5796,-51.1502,-50.0904,-49.5796,-51.289,-50.0904,-51.1502,-49.5796,-51.289,-50.0904,-51.1502
9.4,-26.4328,-1.82841,-24.4353,-31.6858,-0.961851,-26.6022,-24.4353,-49.7821,-49.7821,-50.7374,-50.2319,-49.7821,-51.262,-50.2319,-50.7374,-49.7821,-51.262,-50.2319,-50.7374
9.45,-27.4988,-1.83662,-24.9693,-33.4576,-0.966895,-27.1056,-24.9693,-50.0128,-50.0128,-50.3207,-50.3819,-50.0128,-51.2348,-50.3819,-50.3207,-50.0128,-51.2348,-50.3819,-50.3207
9.5,-28.6258,-1.84526,-25.4725,-35.469,-0.972249,-27.5226,-25.4725,-49.9095,-50.2755,-49.9095,-50.5394,-50.2755,-51.2073,-50.5394,-49.9095,-50.2755,-51.2073,-50.5394,-49.9095
9.55,-29.7827,-1.85431,-25.9254,-37.2417,-0.977919,-27.8203,-25.9254,-49.512,-50.5743,-49.512,-50.7033,-50.5743,-51.1794,-50.7033,-49.512,-50.5743,-51.1794,-50.7033,-49.512
9.6,-30.9024,-1.86374,-26.3092,-37.8704,-0.98391,-27.9711,-26.3092,-49.1353,-50.913,-49.1353,-50.8724,-50.913,-51.1511,-50.8724,-49.1353,-50.913,-51.1511,-50.8724,-49.1353
9.65,-31.8642,-1.8735,-26.6089,-36.8664,-0.990225,-27.9605,-26.6089,-48.785,-51.2951,-48.785,-51.0457,-51.2951,-51.1223,-51.0457,-48.785,-51.2951,-51.1223,-51.0457,-48.785
9.7,-32.5015,-1.88355,-26.8168,-35.0229,-0.996864,-27.7918,-26.8168,-48.4657,-51.7235,-48.4657,-51.093,-51.7235,-51.093,-51.2225,-48.4657,-51.7235,-51.093,-51.2225,-48.4657
9.75,-32.6728,-1.89384,-26.9349,-33.1152,-1.00383,-27.4848,-26.9349,-48.1805,-52.2002,-48.1805,-51.0632,-52.2002,-51.0632,-51.4018,-48.1805,-52.2002,-51.0632,-51.4018,-48.1805
9.8,-32.3648,-1.90431,-26.9742,-31.4001,-1.01111,-27.0698,-26.9742,-47.9311,-52.7264,-47.9311,-51.0329,-52.7264,-51.0329,-51.5829,-47.9311,-52.7264,-51.0329,-51.5829,-47.9311
9.85,-31.7036,-1.91492,-26.9525,-29.9073,-1.01871,-26.5798,-26.5798,-47.7181,-53.3022,-47.7181,-51.0021,-53.3022,-51.0021,-51.7651,-47.7181,-53.3022,-51.0021,-51.7651,-47.7181
9.9,-30.8573,-1.92562,-26.8907,-28.61,-1.02662,-26.0445,-26.0445,-47.5411,-53.9271,-47.5411,-50.9707,-53.9271,-50.9707,-51.9478,-47.5411,-53.9271,-50.9707,-51.9478,-47.5411
9.95,-29.9546,-1.93638,-26.8091,-27.4742,-1.03483,-25.4876,-25.4876,-47.3988,-54.5994,-47.3988,-50.9388,-54.5994,-50.9388,-52.1305,-47.3988,-54.5994,-50.9388,-52.1305,-47.3988
10,-29.0692,-1.94717,-26.7253,-26.4709,-1.04333,-24.9265,-24.9265,-47.2891,-55.3173,-47.2891,-50.9063,-55.3173,-50.9063,-52.3128,-47.2891,-55.3173,-50.9063,-52.3128,-47.2891
