freq_ghz,s11_db,s21_db,s22_db,s33_db,s43_db,s44_db,worst_return_db,worst_isolation_db,near_end_isolation_db,far_end_isolation_db,diagonal_isolation_db,s31_db,s41_db,s32_db,s42_db,s13_db,s14_db,s23_db,s24_db
5.9,-15.5614,-0.486431,-15.5141,-17.0178,-1.04548,-19.5455,-15.5141,-58.5613,-58.5613,-60.1709,-60.782,-58.5613,-60.782,-63.9161,-60.1709,-58.5613,-60.782,-63.9161,-60.1709
5.95,-15.5541,-0.489769,-15.5106,-16.8963,-1.05609,-19.4762,-15.5106,-58.363,-58.363,-60.3181,-60.4846,-58.363,-60.4846,-63.935,-60.3181,-58.363,-60.4846,-63.935,-60.3181
6,-15.5493,-0.493049,-15.5095,-16.7653,-1.06697,-19.3791,-15.5095,-58.1768,-58.1768,-60.474,-60.0134,-58.1768,-60.0134,-63.9593,-60.474,-58.1768,-60.0134,-63.9593,-60.474
6.05,-15.5469,-0.496269,-15.5111,-16.6262,-1.0781,-19.2563,-15.5111,-58.0028,-58.0028,-60.639,-59.2467,-58.0028,-59.2467,-63.9905,-60.639,-58.0028,-59.2467,-63.9905,-60.639
6.1,-15.5471,-0.499426,-15.5154,-16.4808,-1.08946,-19.1103,-15.5154,-57.8412,-57.8412,-60.8133,-58.16,-57.8412,-58.16,-64.03,-60.8133,-57.8412,-58.16,-64.03,-60.8133
6.15,-15.5499,-0.502519,-15.5225,-16.3306,-1.10102,-18.9445,-15.5225,-57.2858,-57.6916,-60.9974,-57.2858,-57.6916,-57.2858,-64.0787,-60.9974,-57.6916,-57.2858,-64.0787,-60.9974
6.2,-15.5555,-0.505544,-15.5325,-16.1772,-1.11276,-18.7622,-15.5325,-57.3071,-57.5539,-61.1916,-57.3071,-57.5539,-57.3071,-64.1374,-61.1916,-57.5539,-57.3071,-64.1374,-61.1916
6.25,-15.5639,-0.5085,-15.5456,-16.0221,-1.12463,-18.5671,-15.5456,-57.4276,-57.4276,-61.396,-57.798,-57.4276,-57.798,-64.2063,-61.396,-57.4276,-57.798,-64.2063,-61.396
6.3,-15.5752,-0.511385,-15.5617,-15.8669,-1.13661,-18.3627,-15.5617,-57.3121,-57.3121,-61.6109,-58.226,-57.3121,-58.226,-64.2852,-61.6109,-57.3121,-58.226,-64.2852,-61.6109
6.35,-15.5895,-0.514196,-15.5811,-15.7129,-1.14865,-18.1525,-15.5811,-57.2066,-57.2066,-61.8364,-58.4892,-57.2066,-58.4892,-64.3731,-61.8364,-57.2066,-58.4892,-64.3731,-61.8364
6.4,-15.6069,-0.516934,-15.6038,-15.5617,-1.16072,-17.9396,-15.5617,-57.1103,-57.1103,-62.0726,-58.6239,-57.1103,-58.6239,-64.4689,-62.0726,-57.1103,-58.6239,-64.4689,-62.0726
6.45,-15.6274,-0.519596,-15.63,-15.4143,-1.17277,-17.727,-15.4143,-57.0222,-57.0222,-62.3193,-58.6726,-57.0222,-58.6726,-64.5705,-62.3193,-57.0222,-58.6726,-64.5705,-62.3193
6.5,-15.6512,-0.522181,-15.6597,-15.2722,-1.18478,-17.5171,-15.2722,-56.9413,-56.9413,-62.5764,-58.6648,-56.9413,-58.6648,-64.6756,-62.5764,-56.9413,-58.6648,-64.6756,-62.5764
6.55,-15.6783,-0.524688,-15.6931,-15.1364,-1.19669,-17.3123,-15.1364,-56.8664,-56.8664,-62.8435,-58.619,-56.8664,-58.619,-64.7812,-62.8435,-56.8664,-58.619,-64.7812,-62.8435
6.6,-15.7088,-0.527117,-15.7303,-15.0079,-1.20846,-17.1144,-15.0079,-56.7966,-56.7966,-63.12,-58.5469,-56.7966,-58.5469,-64.8839,-63.12,-56.7966,-58.5469,-64.8839,-63.12
6.65,-15.7428,-0.529467,-15.7715,-14.8878,-1.22006,-16.9252,-14.8878,-56.7308,-56.7308,-63.4048,-58.4562,-56.7308,-58.4562,-64.9802,-63.4048,-56.7308,-58.4562,-64.9802,-63.4048
6.7,-15.7805,-0.531739,-15.8166,-14.7769,-1.23145,-16.7459,-14.7769,-56.668,-56.668,-63.6968,-58.3521,-56.668,-58.3521,-65.0662,-63.6968,-56.668,-58.3521,-65.0662,-63.6968
6.75,-15.8219,-0.533932,-15.8659,-14.676,-1.24258,-16.5779,-14.676,-56.6073,-56.6073,-63.9943,-58.2385,-56.6073,-58.2385,-65.1381,-63.9943,-56.6073,-58.2385,-65.1381,-63.9943
6.8,-15.867,-0.536046,-15.9196,-14.5858,-1.25343,-16.4221,-14.5858,-56.5478,-56.5478,-64.295,-58.1182,-56.5478,-58.1182,-65.1919,-64.295,-56.5478,-58.1182,-65.1919,-64.295
6.85,-15.9161,-0.538082,-15.9776,-14.5069,-1.26396,-16.2793,-14.5069,-56.4889,-56.4889,-64.5961,-57.9933,-56.4889,-57.9933,-65.2243,-64.5961,-56.4889,-57.9933,-65.2243,-64.5961
6.9,-15.9692,-0.540041,-16.0403,-14.4399,-1.27413,-16.1502,-14.4399,-56.43,-56.43,-64.8941,-57.8658,-56.43,-57.8658,-65.2324,-64.8941,-56.43,-57.8658,-65.2324,-64.8941
6.95,-16.0264,-0.541923,-16.1077,-14.3852,-1.28392,-16.0354,-14.3852,-56.3706,-56.3706,-65.185,-57.7372,-56.3706,-57.7372,-65.2143,-65.185,-56.3706,-57.7372,-65.2143,-65.185
7,-16.0878,-0.543732,-16.1799,-14.3432,-1.29331,-15.9355,-14.3432,-56.3104,-56.3104,-65.4639,-57.6092,-56.3104,-57.6092,-65.1691,-65.4639,-56.3104,-57.6092,-65.1691,-65.4639
7.05,-16.1536,-0.545467,-16.2572,-14.3142,-1.30227,-15.8507,-14.3142,-56.2492,-56.2492,-65.7256,-57.4831,-56.2492,-57.4831,-65.0978,-65.7256,-56.2492,-57.4831,-65.0978,-65.7256
7.1,-16.2238,-0.547131,-16.3397,-14.2986,-1.31078,-15.7816,-14.2986,-56.1871,-56.1871,-65.9645,-57.3604,-56.1871,-57.3604,-65.0033,-65.9645,-56.1871,-57.3604,-65.0033,-65.9645
7.15,-16.2986,-0.548726,-16.4276,-14.2965,-1.31883,-15.7284,-14.2965,-56.124,-56.124,-66.1751,-57.2424,-56.124,-57.2424,-64.8903,-66.1751,-56.124,-57.2424,-64.8903,-66.1751
7.2,-16.3781,-0.550256,-16.5211,-14.308,-1.3264,-15.6914,-14.308,-56.0603,-56.0603,-66.3523,-57.1306,-56.0603,-57.1306,-64.7658,-66.3523,-56.0603,-57.1306,-64.7658,-66.3523
7.25,-16.4625,-0.551725,-16.6203,-14.3335,-1.3335,-15.671,-14.3335,-55.9964,-55.9964,-66.4921,-57.0264,-55.9964,-57.0264,-64.6383,-66.4921,-55.9964,-57.0264,-64.6383,-66.4921
7.3,-16.5518,-0.553137,-16.7255,-14.373,-1.34012,-15.6674,-14.373,-55.9328,-55.9328,-66.592,-56.9313,-55.9328,-56.9313,-64.5172,-66.592,-55.9328,-56.9313,-64.5172,-66.592
7.35,-16.6463,-0.5545,-16.8368,-14.4267,-1.34625,-15.681,-14.4267,-55.8702,-55.8702,-66.6506,-56.8467,-55.8702,-56.8467,-64.4116,-66.6506,-55.8702,-56.8467,-64.4116,-66.6506
7.4,-16.7461,-0.555825,-16.9545,-14.4948,-1.35192,-15.712,-14.4948,-55.8095,-55.8095,-66.6673,-56.7741,-55.8095,-56.7741,-64.3291,-66.6673,-55.8095,-56.7741,-64.3291,-66.6673
7.45,-16.8514,-0.55713,-17.0789,-14.5775,-1.35712,-15.7608,-14.5775,-55.7517,-55.7517,-66.6402,-56.7151,-55.7517,-56.7151,-64.2749,-66.6402,-55.7517,-56.7151,-64.2749,-66.6402
7.5,-16.9623,-0.558439,-17.21,-14.6749,-1.36187,-15.8278,-14.6749,-55.6977,-55.6977,-66.5629,-56.6709,-55.6977,-56.6709,-64.2514,-66.5629,-55.6977,-56.6709,-64.2514,-66.5629
7.55,-17.0791,-0.559786,-17.3481,-14.7875,-1.3662,-15.9134,-14.7875,-55.6489,-55.6489,-66.4181,-56.6429,-55.6489,-56.6429,-64.2577,-66.4181,-55.6489,-56.6429,-64.2577,-66.4181
7.6,-17.202,-0.561166,-17.4936,-14.9155,-1.37011,-16.0182,-14.9155,-55.6064,-55.6064,-66.1718,-56.6324,-55.6064,-56.6324,-64.2905,-66.1718,-55.6064,-56.6324,-64.2905,-66.1718
7.65,-17.3311,-0.562484,-17.6465,-15.0592,-1.37365,-16.1425,-15.0592,-55.5716,-55.5716,-65.771,-56.6404,-55.5716,-56.6404,-64.345,-65.771,-55.5716,-56.6404,-64.345,-65.771
7.7,-17.4669,-0.56361,-17.8072,-15.2192,-1.37684,-16.2871,-15.2192,-55.5458,-55.5458,-65.1635,-56.6679,-55.5458,-56.6679,-64.4153,-65.1635,-55.5458,-56.6679,-64.4153,-65.1635
7.75,-17.6094,-0.564559,-17.9761,-15.3959,-1.3797,-16.4527,-15.3959,-55.5304,-55.5304,-64.3436,-56.7157,-55.5304,-56.7157,-64.4958,-64.3436,-55.5304,-56.7157,-64.4958,-64.3436
7.8,-17.7591,-0.56543,-18.1538,-15.5899,-1.38229,-16.6398,-15.5899,-55.5266,-55.5266,-63.3893,-56.7842,-55.5266,-56.7842,-64.5812,-63.3893,-55.5266,-56.7842,-64.5812,-63.3893
7.85,-17.9162,-0.566289,-18.341,-15.8018,-1.38463,-16.8495,-15.8018,-55.5356,-55.5356,-62.4316,-56.8736,-55.5356,-56.8736,-64.6672,-62.4316,-55.5356,-56.8736,-64.6672,-62.4316
7.9,-18.0812,-0.567158,-18.5386,-16.0322,-1.38677,-17.0826,-16.0322,-55.5585,-55.5585,-61.5769,-56.984,-55.5585,-56.984,-64.7501,-61.5769,-55.5585,-56.984,-64.7501,-61.5769
7.95,-18.2544,-0.568045,-18.7472,-16.2818,-1.38874,-17.3402,-16.2818,-55.5961,-55.5961,-60.8652,-57.1149,-55.5961,-57.1149,-64.8274,-60.8652,-55.5961,-57.1149,-64.8274,-60.8652
8,-18.4362,-0.56895,-18.9675,-16.5511,-1.3906,-17.6233,-16.5511,-55.649,-55.649,-60.2852,-57.2656,-55.649,-57.2656,-64.8973,-60.2852,-55.649,-57.2656,-64.8973,-60.2852
8.05,-18.627,-0.569876,-19.2001,-16.8407,-1.39237,-17.9333,-16.8407,-55.7176,-55.7176,-59.806,-57.4347,-55.7176,-57.4347,-64.9586,-59.806,-55.7176,-57.4347,-64.9586,-59.806
8.1,-18.8273,-0.570825,-19.4455,-17.1507,-1.39411,-18.2714,-17.1507,-55.8021,-55.8021,-59.3981,-57.6203,-55.8021,-57.6203,-65.0107,-59.3981,-55.8021,-57.6203,-65.0107,-59.3981
8.15,-19.0375,-0.571801,-19.7045,-17.4797,-1.39585,-18.6389,-17.4797,-55.902,-55.902,-59.041,-57.8187,-55.902,-57.8187,-65.0535,-59.041,-55.902,-57.8187,-65.0535,-59.041
8.2,-19.2581,-0.572808,-19.978,-17.8224,-1.39763,-19.0371,-17.8224,-56.0168,-56.0168,-58.7276,-58.024,-56.0168,-58.024,-65.0869,-58.7276,-56.0168,-58.024,-65.0869,-58.7276
8.25,-19.4895,-0.573852,-20.267,-18.174,-1.3995,-19.4664,-18.174,-56.1455,-56.1455,-58.4785,-58.2242,-56.1455,-58.2242,-65.1104,-58.4785,-56.1455,-58.2242,-65.1104,-58.4785
8.3,-19.7322,-0.574938,-20.5726,-18.5511,-1.40148,-19.9263,-18.5511,-56.2864,-56.2864,-58.394,-58.3933,-56.2864,-58.3933,-65.1219,-58.394,-56.2864,-58.3933,-65.1219,-58.394
8.35,-19.9866,-0.576075,-20.8961,-18.9611,-1.40363,-20.417,-18.9611,-56.4367,-56.4367,-58.479,-58.4736,-56.4367,-58.4736,-65.1139,-58.479,-56.4367,-58.4736,-65.1139,-58.479
8.4,-20.2533,-0.577271,-21.2391,-19.3941,-1.40601,-20.9556,-19.3941,-56.5912,-56.5912,-58.1968,-58.8513,-56.5912,-58.8513,-65.0655,-58.1968,-56.5912,-58.8513,-65.0655,-58.1968
8.45,-20.5328,-0.578546,-21.6033,-19.8443,-1.40875,-21.5635,-19.8443,-56.7374,-56.7374,-57.8056,-61.8157,-56.7374,-61.8157,-64.9245,-57.8056,-56.7374,-61.8157,-64.9245,-57.8056
8.5,-20.8256,-0.579921,-21.9907,-20.3089,-1.41203,-22.2271,-20.3089,-56.8274,-56.8274,-57.4852,-61.2966,-56.8274,-61.2966,-64.6083,-57.4852,-56.8274,-61.2966,-64.6083,-57.4852
8.55,-21.1324,-0.581405,-22.4036,-20.7851,-1.41605,-22.94,-20.7851,-56.4847,-56.4847,-57.2176,-61.3653,-56.4847,-61.3653,-64.1394,-57.2176,-56.4847,-61.3653,-64.1394,-57.2176
8.6,-21.4538,-0.582973,-22.8446,-21.2694,-1.42079,-23.7079,-21.2694,-56.9842,-57.927,-56.9842,-61.6511,-57.927,-61.6511,-63.7664,-56.9842,-57.927,-61.6511,-63.7664,-56.9842
8.65,-21.7903,-0.584605,-23.3169,-21.7575,-1.42599,-24.5384,-21.7575,-56.7758,-57.9164,-56.7758,-62.0378,-57.9164,-62.0378,-63.6035,-56.7758,-57.9164,-62.0378,-63.6035,-56.7758
8.7,-22.1425,-0.586313,-23.8244,-22.2445,-1.4314,-25.4389,-22.1425,-56.5879,-58.0837,-56.5879,-62.4909,-58.0837,-62.4909,-63.5446,-56.5879,-58.0837,-62.4909,-63.5446,-56.5879
8.75,-22.5109,-0.588114,-24.3713,-22.7246,-1.43696,-26.417,-22.5109,-56.4186,-58.2927,-56.4186,-62.9988,-58.2927,-62.9988,-63.5022,-56.4186,-58.2927,-62.9988,-63.5022,-56.4186
8.8,-22.8959,-0.590024,-24.963,-23.1913,-1.44272,-27.4792,-22.8959,-56.2671,-58.5207,-56.2671,-63.4457,-58.5207,-63.5588,-63.4457,-56.2671,-58.5207,-63.5588,-63.4457,-56.2671
8.85,-23.2973,-0.592052,-25.6061,-23.6379,-1.44873,-28.6298,-23.2973,-56.133,-58.761,-56.133,-63.369,-58.761,-64.1726,-63.369,-56.133,-58.761,-64.1726,-63.369,-56.133
8.9,-23.7151,-0.594209,-26.3087,-24.0577,-1.45505,-29.8665,-23.7151,-56.0168,-59.0109,-56.0168,-63.273,-59.0109,-64.8447,-63.273,-56.0168,-59.0109,-64.8447,-63.273,-56.0168
8.95,-24.1483,-0.596502,-27.0806,-24.4445,-1.46168,-31.1713,-24.1483,-55.9187,-59.2696,-55.9187,-63.1603,-59.2696,-65.5819,-63.1603,-55.9187,-59.2696,-65.5819,-63.1603,-55.9187
9,-24.5952,-0.598939,-27.9346,-24.793,-1.46864,-32.4938,-24.5952,-55.8395,-59.5375,-55.8395,-63.0332,-59.5375,-66.3928,-63.0332,-55.8395,-59.5375,-66.3928,-63.0332,-55.8395
9.05,-25.0529,-0.601526,-28.8866,-25.0996,-1.4759,-33.7252,-25.0529,-55.7798,-59.8158,-55.7798,-62.894,-59.8158,-67.2873,-62.894,-55.7798,-59.8158,-67.2873,-62.894,-55.7798
9.1,-25.5171,-0.604271,-29.9571,-25.3626,-1.48346,-34.6832,-25.3626,-55.7407,-60.1064,-55.7407,-62.7443,-60.1064,-68.2758,-62.7443,-55.7407,-60.1064,-68.2758,-62.7443,-55.7407
9.15,-25.9811,-0.607182,-31.172,-25.5823,-1.49128,-35.165,-25.5823,-55.7231,-60.4122,-55.7231,-62.5859,-60.4122,-69.3655,-62.5859,-55.7231,-60.4122,-69.3655,-62.5859,-55.7231
9.2,-26.4355,-0.610266,-32.5627,-25.7612,-1.49934,-35.0897,-25.7612,-55.7282,-60.7372,-55.7282,-62.42,-60.7372,-70.5523,-62.42,-55.7282,-60.7372,-70.5523,-62.42,-55.7282
9.25,-26.8676,-0.613529,-34.1605,-25.9036,-1.5076,-34.5753,-25.9036,-55.757,-61.0867,-55.757,-62.248,-61.0867,-71.8006,-62.248,-55.757,-61.0867,-71.8006,-62.248,-55.757
9.3,-27.2611,-0.61698,-35.9701,-26.015,-1.51605,-33.8319,-26.015,-55.8111,-61.4671,-55.8111,-62.0713,-61.4671,-73.0028,-62.0713,-55.8111,-61.4671,-73.0028,-62.0713,-55.8111
9.35,-27.5966,-0.620624,-37.8711,-26.1018,-1.52464,-33.0311,-26.1018,-55.8917,-61.8867,-55.8917,-61.891,-61.8867,-73.9265,-61.891,-55.8917,-61.8867,-73.9265,-61.891,-55.8917
9.4,-27.8528,-0.624469,-39.3613,-26.171,-1.53334,-32.2705,-26.171,-56.0004,-62.355,-56.0004,-61.7084,-62.355,-74.2472,-61.7084,-56.0004,-62.355,-74.2472,-61.7084,-56.0004
9.45,-28.0099,-0.628521,-39.5182,-26.2294,-1.54213,-31.5953,-26.2294,-56.1389,-62.8828,-56.1389,-61.5251,-62.8828,-73.7946,-61.5251,-56.1389,-62.8828,-73.7946,-61.5251,-56.1389
9.5,-28.0525,-0.632789,-38.1833,-26.2834,-1.55098,-31.0223,-26.2834,-56.309,-63.4816,-56.309,-61.3423,-63.4816,-72.7482,-61.3423,-56.309,-63.4816,-72.7482,-61.3423,-56.309
9.55,-27.9739,-0.637277,-36.2456,-26.3394,-1.55987,-30.5555,-26.3394,-56.5125,-64.1617,-56.5125,-61.1616,-64.1617,-71.4361,-61.1616,-56.5125,-64.1617,-71.4361,-61.1616,-56.5125
9.6,-27.7775,-0.641993,-34.331,-26.4026,-1.56878,-30.1938,-26.4026,-56.7516,-64.9296,-56.7516,-60.9845,-64.9296,-70.0916,-60.9845,-56.7516,-64.9296,-70.0916,-60.9845,-56.7516
9.65,-27.476,-0.646944,-32.6182,-26.478,-1.57771,-29.935,-26.478,-57.0287,-65.785,-57.0287,-60.8129,-65.785,-68.8236,-60.8129,-57.0287,-65.785,-68.8236,-60.8129,-57.0287
9.7,-27.0882,-0.652136,-31.1177,-26.5694,-1.58665,-29.7767,-26.5694,-57.3461,-66.7153,-57.3461,-60.6483,-66.7153,-67.6698,-60.6483,-57.3461,-66.7153,-67.6698,-60.6483,-57.3461
9.75,-26.6355,-0.657575,-29.8004,-26.6792,-1.59562,-29.7178,-26.6355,-57.7067,-67.6908,-57.7067,-60.4926,-67.6908,-66.6366,-60.4926,-57.7067,-67.6908,-66.6366,-60.4926,-57.7067
9.8,-26.1386,-0.663268,-28.6341,-26.8073,-1.60465,-29.7584,-26.1386,-58.1133,-68.6607,-58.1133,-60.3475,-68.6607,-65.7188,-60.3475,-58.1133,-68.6607,-65.7188,-60.3475,-58.1133
9.85,-25.6152,-0.669221,-27.5917,-26.9497,-1.61375,-29.8996,-25.6152,-58.569,-69.556,-58.569,-60.2149,-69.556,-64.9074,-60.2149,-58.569,-69.556,-64.9074,-60.2149,-58.569
9.9,-25.0795,-0.675439,-26.6514,-27.0953,-1.62299,-30.1434,-25.0795,-59.0769,-70.3022,-59.0769,-60.0964,-70.3022,-64.1933,-60.0964,-59.0769,-70.3022,-64.1933,-60.0964,-59.0769
9.95,-24.5424,-0.68193,-25.7963,-27.2218,-1.63242,-30.4927,-24.5424,-59.6398,-70.8432,-59.6398,-59.9936,-70.8432,-63.5677,-59.9936,-59.6398,-70.8432,-63.5677,-59.9936,-59.6398
10,-24.0115,-0.688699,-25.0131,-27.2897,-1.64212,-30.9501,-24.0115,-59.9079,-71.1641,-60.2597,-59.9079,-71.1641,-63.0227,-59.9079,-60.2597,-71.1641,-63.0227,-59.9079,-60.2597
